exact_core_row_id,pair_id,parasite_label,human_label,compound_key,molecule_chembl_id,canonical_smiles,standard_inchi_key,murcko_scaffold,selectivity_ratio_human_div_parasite,log10_selectivity_ratio,is_selective,selectivity_threshold,label_status,is_trainable_exact_core,exact_evidence_count,ratio_min_human_div_parasite,ratio_median_human_div_parasite,ratio_max_human_div_parasite,log10_ratio_min,log10_ratio_median,log10_ratio_max,n_unique_ratio_values,n_positive_exact_observations,n_negative_exact_observations,parasite_standard_types,human_standard_types,parasite_assay_types,human_assay_types,parasite_activity_chembl_ids,human_activity_chembl_ids,parasite_assay_chembl_ids,human_assay_chembl_ids,parasite_document_chembl_ids,human_document_chembl_ids,n_parasite_documents,n_human_documents
SmHDAC8::MRHRACKJKBOJEI-UHFFFAOYSA-N,SmHDAC8,Histone deacetylase 8,Histone deacetylase 8 (human),MRHRACKJKBOJEI-UHFFFAOYSA-N,CHEMBL3800394,COc1ccc(C(=O)NO)cc1NC(=O)c1ccc(-c2ccccc2)cc1,MRHRACKJKBOJEI-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1ccc(-c2ccccc2)cc1,0.39391929857916763,-0.40459274206180623,0,10.0,exact_core_consistent,1,6,0.09,0.39391929857916763,1.7241379310344829,-1.0457574905606752,-0.40459274206180623,0.23657200643706275,6,0,6,IC50,IC50,B,B,,,CHEMBL3803623;CHEMBL4014727;CHEMBL4843953,CHEMBL3803862;CHEMBL4843955,CHEMBL3797085;CHEMBL4014283;CHEMBL4842354,CHEMBL3797085;CHEMBL4842354,3,2
SmHDAC8::NFEAFZINXHGOQE-UHFFFAOYSA-N,SmHDAC8,Histone deacetylase 8,Histone deacetylase 8 (human),NFEAFZINXHGOQE-UHFFFAOYSA-N,CHEMBL3800182,COc1ccc(C(=O)NO)cc1S(=O)(=O)Nc1ccc(C)cc1,NFEAFZINXHGOQE-UHFFFAOYSA-N,O=S(=O)(Nc1ccccc1)c1ccccc1,0.040625039618263706,-1.3912062024811327,0,10.0,exact_core_consistent,1,2,0.0404263138552003,0.040625039618263706,0.0408247422680412,-1.3933358566215326,-1.3912062024811327,-1.389076548340733,2,0,2,IC50,IC50,B,B,,,CHEMBL3803623;CHEMBL4014727,CHEMBL3803862,CHEMBL3797085;CHEMBL4014283,CHEMBL3797085,2,1
SmHDAC8::NLOPDNFVGBQPLK-UHFFFAOYSA-N,SmHDAC8,Histone deacetylase 8,Histone deacetylase 8 (human),NLOPDNFVGBQPLK-UHFFFAOYSA-N,CHEMBL3797314,O=C(NO)c1cccc(NC(=O)c2ccccc2)c1,NLOPDNFVGBQPLK-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1ccccc1,1.243669616199976,0.09470502431140106,0,10.0,exact_core_consistent,1,2,1.2430585219991457,1.243669616199976,1.2442810108179758,0.09449157528928295,0.09470502431140106,0.09491847333351916,2,0,2,IC50,IC50,B,B,,,CHEMBL3803623;CHEMBL4014727,CHEMBL3803862,CHEMBL3797085;CHEMBL4014283,CHEMBL3797085,2,1
SmHDAC8::NRHLTNNRCQOFMH-UHFFFAOYSA-N,SmHDAC8,Histone deacetylase 8,Histone deacetylase 8 (human),NRHLTNNRCQOFMH-UHFFFAOYSA-N,CHEMBL3800615,O=C(NO)c1ccc(Cl)c(NC(=O)c2ccc(Cl)cc2)c1,NRHLTNNRCQOFMH-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1ccccc1,1.2448842599407852,0.095128975844908,0,10.0,exact_core_consistent,1,2,1.244141457179378,1.2448842599407852,1.2456275061854791,0.09486976184982576,0.095128975844908,0.09538818983999023,2,0,2,IC50,IC50,B,B,,,CHEMBL3803623;CHEMBL4014727,CHEMBL3803862,CHEMBL3797085;CHEMBL4014283,CHEMBL3797085,2,1
SmHDAC8::NXLUFTCWMNFMML-UHFFFAOYSA-N,SmHDAC8,Histone deacetylase 8,Histone deacetylase 8 (human),NXLUFTCWMNFMML-UHFFFAOYSA-N,CHEMBL4176696,O=C(NO)c1cn(-c2cc(Cl)ccc2Oc2ccc(F)cc2)nn1,NXLUFTCWMNFMML-UHFFFAOYSA-N,c1ccc(Oc2ccccc2-n2ccnn2)cc1,4.365079365079366,0.639992144376681,0,10.0,exact_core_consistent,1,1,4.365079365079365,4.365079365079366,4.365079365079365,0.639992144376681,0.639992144376681,0.639992144376681,1,0,1,IC50,IC50,B,B,,,CHEMBL4158657,CHEMBL4158658,CHEMBL4152383,CHEMBL4152383,1,1
SmHDAC8::OJGGPIKUTJXGPJ-UHFFFAOYSA-N,SmHDAC8,Histone deacetylase 8,Histone deacetylase 8 (human),OJGGPIKUTJXGPJ-UHFFFAOYSA-N,CHEMBL4847732,COc1ccc(NC(=O)c2cc(C(=O)NO)ccc2OC)cc1,OJGGPIKUTJXGPJ-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1ccccc1,0.627906976744186,-0.2021046914205992,0,10.0,exact_core_consistent,1,1,0.627906976744186,0.627906976744186,0.627906976744186,-0.2021046914205992,-0.2021046914205992,-0.2021046914205992,1,0,1,IC50,IC50,B,B,,,CHEMBL4843953,CHEMBL4843955,CHEMBL4842354,CHEMBL4842354,1,1
SmHDAC8::OOXJOYOKCIHZDO-UHFFFAOYSA-N,SmHDAC8,Histone deacetylase 8,Histone deacetylase 8 (human),OOXJOYOKCIHZDO-UHFFFAOYSA-N,CHEMBL4857763,O=C(NO)c1ccc(Cl)c(NC(=O)c2ccc(-c3ccccc3)cc2)c1,OOXJOYOKCIHZDO-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1ccc(-c2ccccc2)cc1,1.125,0.05115252244738129,0,10.0,exact_core_consistent,1,1,1.125,1.125,1.125,0.05115252244738129,0.05115252244738129,0.05115252244738129,1,0,1,IC50,IC50,B,B,,,CHEMBL4843953,CHEMBL4843955,CHEMBL4842354,CHEMBL4842354,1,1
SmHDAC8::PAWIYAYFNXQGAP-UHFFFAOYSA-N,SmHDAC8,Histone deacetylase 8,Histone deacetylase 8 (human),PAWIYAYFNXQGAP-UHFFFAOYSA-N,CHEMBL2105763,Cn1cc(CNCC2CCN(c3ncc(C(=O)NO)cn3)CC2)c2ccccc21,PAWIYAYFNXQGAP-UHFFFAOYSA-N,c1cnc(N2CCC(CNCc3c[nH]c4ccccc34)CC2)nc1,0.08022713270202449,-1.095678729098028,0,10.0,exact_core_consistent,1,6,0.01318391562294,0.08022713270202449,0.7152274225444958,-1.8799555851227496,-1.095678729098028,-0.14555584260218213,6,0,6,IC50,IC50,B,B,,,CHEMBL4158657,CHEMBL4158658;CHEMBL4158667;CHEMBL4158668;CHEMBL4771393;CHEMBL5048741;CHEMBL5097244,CHEMBL4152383,CHEMBL4152383;CHEMBL4765362;CHEMBL5046276;CHEMBL5096165,1,4
SmHDAC8::PHEWDXYTRTUNJV-UHFFFAOYSA-N,SmHDAC8,Histone deacetylase 8,Histone deacetylase 8 (human),PHEWDXYTRTUNJV-UHFFFAOYSA-N,CHEMBL4093480,O=C(NO)c1ccc(Cl)c(C(=O)Nc2ccc(Cl)cc2)c1,PHEWDXYTRTUNJV-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1ccccc1,0.5378254348272378,-0.26935866298308725,0,10.0,exact_core_consistent,1,2,0.5303030303030303,0.5378254348272378,0.5454545454545454,-0.27547589119159305,-0.26935866298308725,-0.26324143477458145,2,0,2,IC50,IC50,B,B,,,CHEMBL4843953,CHEMBL4027180;CHEMBL4843955,CHEMBL4842354,CHEMBL4024766;CHEMBL4842354,1,2
SmHDAC8::PSSKBDDWOXOBRP-UHFFFAOYSA-N,SmHDAC8,Histone deacetylase 8,Histone deacetylase 8 (human),PSSKBDDWOXOBRP-UHFFFAOYSA-N,CHEMBL4846424,COc1ccc(C(C)=O)cc1NC(=O)c1cc(C(=O)NO)ccc1C,PSSKBDDWOXOBRP-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1ccccc1,0.5,-0.3010299956639812,0,10.0,exact_core_consistent,1,1,0.5,0.5,0.5,-0.3010299956639812,-0.3010299956639812,-0.3010299956639812,1,0,1,IC50,IC50,B,B,,,CHEMBL4843953,CHEMBL4843955,CHEMBL4842354,CHEMBL4842354,1,1
SmHDAC8::PUEWPZJYXGLIPS-UHFFFAOYSA-N,SmHDAC8,Histone deacetylase 8,Histone deacetylase 8 (human),PUEWPZJYXGLIPS-UHFFFAOYSA-N,CHEMBL4065863,Cc1ccc(C(=O)NO)cc1C(=O)Nc1ccc(Cl)cc1,PUEWPZJYXGLIPS-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1ccccc1,0.3393398225253192,-0.4693651716305387,0,10.0,exact_core_consistent,1,2,0.3333333333333333,0.3393398225253192,0.3454545454545454,-0.47712125471966244,-0.4693651716305387,-0.46160908854141497,2,0,2,IC50,IC50,B,B,,,CHEMBL4843953,CHEMBL4027180;CHEMBL4843955,CHEMBL4842354,CHEMBL4024766;CHEMBL4842354,1,2
SmHDAC8::PZHHLVFWYKDPSX-UHFFFAOYSA-N,SmHDAC8,Histone deacetylase 8,Histone deacetylase 8 (human),PZHHLVFWYKDPSX-UHFFFAOYSA-N,CHEMBL4853162,CSc1ccc(C(=O)NO)cc1NC(=O)c1ccc(-c2ccccc2)cc1,PZHHLVFWYKDPSX-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1ccc(-c2ccccc2)cc1,2.2,0.3424226808222063,0,10.0,exact_core_consistent,1,1,2.2,2.2,2.2,0.3424226808222063,0.3424226808222063,0.3424226808222063,1,0,1,IC50,IC50,B,B,,,CHEMBL4843953,CHEMBL4843955,CHEMBL4842354,CHEMBL4842354,1,1
SmHDAC8::QYQJYIXAKHPKTG-UHFFFAOYSA-N,SmHDAC8,Histone deacetylase 8,Histone deacetylase 8 (human),QYQJYIXAKHPKTG-UHFFFAOYSA-N,CHEMBL4878864,CCCCCCC(=O)N(O)C1CC(=O)C(c2ccc(Cl)cc2)C1=O,QYQJYIXAKHPKTG-UHFFFAOYSA-N,O=C1CCC(=O)C1c1ccccc1,1.3981818181818182,0.1455636503071872,0,10.0,exact_core_consistent,1,1,1.3981818181818182,1.3981818181818182,1.3981818181818182,0.1455636503071872,0.1455636503071872,0.1455636503071872,1,0,1,IC50,IC50,B,B,,,CHEMBL4811364,CHEMBL4811367,CHEMBL4811216,CHEMBL4811216,1,1
SmHDAC8::RFROQVRGDKTHLN-UHFFFAOYSA-N,SmHDAC8,Histone deacetylase 8,Histone deacetylase 8 (human),RFROQVRGDKTHLN-UHFFFAOYSA-N,CHEMBL4847326,COc1ccc(C(=O)NO)cc1NC(=O)c1cccc2c1oc1ccccc12,RFROQVRGDKTHLN-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1cccc2c1oc1ccccc12,1.1851851851851851,0.07378621416091864,0,10.0,exact_core_consistent,1,1,1.1851851851851851,1.1851851851851851,1.1851851851851851,0.07378621416091864,0.07378621416091864,0.07378621416091864,1,0,1,IC50,IC50,B,B,,,CHEMBL4843953,CHEMBL4843955,CHEMBL4842354,CHEMBL4842354,1,1
SmHDAC8::RHPDEYIVLYNXPS-UHFFFAOYSA-N,SmHDAC8,Histone deacetylase 8,Histone deacetylase 8 (human),RHPDEYIVLYNXPS-UHFFFAOYSA-N,CHEMBL4866890,COc1ccc(C(C)=O)cc1NC(=O)c1cc(C(=O)NO)ccc1Cl,RHPDEYIVLYNXPS-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1ccccc1,0.3103448275862069,-0.5081554884596312,0,10.0,exact_core_consistent,1,1,0.3103448275862069,0.3103448275862069,0.3103448275862069,-0.5081554884596312,-0.5081554884596312,-0.5081554884596312,1,0,1,IC50,IC50,B,B,,,CHEMBL4843953,CHEMBL4843955,CHEMBL4842354,CHEMBL4842354,1,1
SmHDAC8::RLBGLCXAYWCPDM-UHFFFAOYSA-N,SmHDAC8,Histone deacetylase 8,Histone deacetylase 8 (human),RLBGLCXAYWCPDM-UHFFFAOYSA-N,CHEMBL3798481,O=C(NO)c1ccc2ccccc2n1,RLBGLCXAYWCPDM-UHFFFAOYSA-N,c1ccc2ncccc2c1,0.07130292865171035,-1.1468926318429968,0,10.0,exact_core_consistent,1,2,0.0709689213893967,0.07130292865171035,0.0716385078817121,-1.148931795281087,-1.1468926318429968,-1.1448534684049065,2,0,2,IC50,IC50,B,B,,,CHEMBL3803623;CHEMBL4014727,CHEMBL3803862,CHEMBL3797085;CHEMBL4014283,CHEMBL3797085,2,1
SmHDAC8::ROYNQMDXPFEFHJ-UHFFFAOYSA-N,SmHDAC8,Histone deacetylase 8,Histone deacetylase 8 (human),ROYNQMDXPFEFHJ-UHFFFAOYSA-N,CHEMBL3797597,Cc1ccc(C(=O)NO)cc1NC(=O)c1ccccc1,ROYNQMDXPFEFHJ-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1ccccc1,1.7459292926713144,0.24202665149757027,0,10.0,exact_core_consistent,1,2,1.73631798450932,1.7459292926713144,1.7555938037865748,0.23962926362355375,0.24202665149757027,0.2444240393715868,2,0,2,IC50,IC50,B,B,,,CHEMBL3803623;CHEMBL4014727,CHEMBL3803862,CHEMBL3797085;CHEMBL4014283,CHEMBL3797085,2,1
SmHDAC8::RQXCVXFEJHFUED-UHFFFAOYSA-N,SmHDAC8,Histone deacetylase 8,Histone deacetylase 8 (human),RQXCVXFEJHFUED-UHFFFAOYSA-N,CHEMBL4870946,CCOc1ccc(C(C)=O)cc1NC(=O)c1cccc(C(=O)NO)c1,RQXCVXFEJHFUED-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1ccccc1,3.6875000000000004,0.5667320289862194,0,10.0,exact_core_consistent,1,1,3.6875,3.6875000000000004,3.6875,0.5667320289862194,0.5667320289862194,0.5667320289862194,1,0,1,IC50,IC50,B,B,,,CHEMBL4843953,CHEMBL4843955,CHEMBL4842354,CHEMBL4842354,1,1
SmHDAC8::RTKIYFITIVXBLE-QEQCGCAPSA-N,SmHDAC8,Histone deacetylase 8,Histone deacetylase 8 (human),RTKIYFITIVXBLE-QEQCGCAPSA-N,CHEMBL99,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,RTKIYFITIVXBLE-QEQCGCAPSA-N,c1ccccc1,0.1050777313694137,-0.9784893122123934,0,10.0,exact_core_consistent,1,48,0.0069060773480662,0.1050777313694137,1.2569060773480665,-2.160768561861134,-0.9784893122123934,0.09930282612394677,45,0,48,IC50,IC50,B,B,,,CHEMBL4014727,CHEMBL1049816;CHEMBL1634303;CHEMBL1816689;CHEMBL2175141;CHEMBL2318993;CHEMBL2401041;CHEMBL2427138;CHEMBL3238611;CHEMBL3620703;CHEMBL3632101;CHEMBL3766680;CHEMBL3772321;CHEMBL3794868;CHEMBL4042504;CHEMBL4149291;CHEMBL4158908;CHEMBL4199452;CHEMBL4231362;CHEMBL4326250;CHEMBL4329361;CHEMBL4384545;CHEMBL4405134;CHEMBL4422742;CHEMBL4604157;CHEMBL4611581;CHEMBL4685120;CHEMBL4707191;CHEMBL4817345;CHEMBL4824417;CHEMBL5057116;CHEMBL5117691;CHEMBL5118510;CHEMBL5157720;CHEMBL5230269;CHEMBL5326114;CHEMBL5351712;CHEMBL5376350;CHEMBL5524164;CHEMBL5578925;CHEMBL5628544;CHEMBL5628829;CHEMBL5734144;CHEMBL5735574;CHEMBL5738809;CHEMBL827903;CHEMBL960038;CHEMBL991292,CHEMBL4014283,CHEMBL1137993;CHEMBL1143301;CHEMBL1153969;CHEMBL1156016;CHEMBL1629537;CHEMBL1811912;CHEMBL2169804;CHEMBL2311425;CHEMBL2396564;CHEMBL2424579;CHEMBL3232764;CHEMBL3616411;CHEMBL3627628;CHEMBL3763045;CHEMBL3769398;CHEMBL3792358;CHEMBL4041521;CHEMBL4145553;CHEMBL4152390;CHEMBL4196108;CHEMBL4229357;CHEMBL4325829;CHEMBL4325904;CHEMBL4382249;CHEMBL4402587;CHEMBL4422610;CHEMBL4602647;CHEMBL4610053;CHEMBL4680193;CHEMBL4706478;CHEMBL4814005;CHEMBL4823270;CHEMBL5055657;CHEMBL5113481;CHEMBL5113502;CHEMBL5154702;CHEMBL5230083;CHEMBL5325405;CHEMBL5346972;CHEMBL5375948;CHEMBL5523684;CHEMBL5576138;CHEMBL5625236;CHEMBL5625246;CHEMBL5727156;CHEMBL5727872;CHEMBL5729500,1,47
SmHDAC8::SQFOJBYAJUPZOG-UHFFFAOYSA-N,SmHDAC8,Histone deacetylase 8,Histone deacetylase 8 (human),SQFOJBYAJUPZOG-UHFFFAOYSA-N,CHEMBL3799897,O=C(NO)c1cccc(NCc2ccccc2)c1,SQFOJBYAJUPZOG-UHFFFAOYSA-N,c1ccc(CNc2ccccc2)cc1,0.13330214345763786,-0.8751628672077458,0,10.0,exact_core_consistent,1,2,0.1327777777777777,0.13330214345763786,0.1338285799611766,-0.8768746041551687,-0.8751628672077458,-0.8734511302603231,2,0,2,IC50,IC50,B,B,,,CHEMBL3803623;CHEMBL4014727,CHEMBL3803862,CHEMBL3797085;CHEMBL4014283,CHEMBL3797085,2,1
SmHDAC8::SZTVWYMPFHQEBP-UHFFFAOYSA-N,SmHDAC8,Histone deacetylase 8,Histone deacetylase 8 (human),SZTVWYMPFHQEBP-UHFFFAOYSA-N,CHEMBL4852163,CCCOc1ccc(C(C)=O)cc1C(=O)Nc1cc(C(=O)NO)ccc1C,SZTVWYMPFHQEBP-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1ccccc1,1.2727272727272727,0.10473535052001298,0,10.0,exact_core_consistent,1,1,1.2727272727272727,1.2727272727272727,1.2727272727272727,0.10473535052001298,0.10473535052001298,0.10473535052001298,1,0,1,IC50,IC50,B,B,,,CHEMBL4843953,CHEMBL4843955,CHEMBL4842354,CHEMBL4842354,1,1
SmHDAC8::TWZHENNXYLFJPF-UHFFFAOYSA-N,SmHDAC8,Histone deacetylase 8,Histone deacetylase 8 (human),TWZHENNXYLFJPF-UHFFFAOYSA-N,CHEMBL3800299,O=C(NO)c1cccc(NC2CCCCC2)c1,TWZHENNXYLFJPF-UHFFFAOYSA-N,c1ccc(NC2CCCCC2)cc1,0.22862557598199798,-0.6408751873854521,0,10.0,exact_core_consistent,1,2,0.2286010168613906,0.22862557598199798,0.2286501377410468,-0.6409218421108657,-0.6408751873854521,-0.6408285326600387,2,0,2,IC50,IC50,B,B,,,CHEMBL3803623;CHEMBL4014727,CHEMBL3803862,CHEMBL3797085;CHEMBL4014283,CHEMBL3797085,2,1
SmHDAC8::UCRLLMXUASTPGB-UHFFFAOYSA-N,SmHDAC8,Histone deacetylase 8,Histone deacetylase 8 (human),UCRLLMXUASTPGB-UHFFFAOYSA-N,CHEMBL3800411,O=C(NO)c1ccc(Br)c(NC(=O)c2ccccc2)c1,UCRLLMXUASTPGB-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1ccccc1,1.268564213795468,0.1033124557841543,0,10.0,exact_core_consistent,1,2,1.2645348837209305,1.268564213795468,1.2726063829787233,0.1019308143831073,0.1033124557841543,0.10469409718520128,2,0,2,IC50,IC50,B,B,,,CHEMBL3803623;CHEMBL4014727,CHEMBL3803862,CHEMBL3797085;CHEMBL4014283,CHEMBL3797085,2,1
SmHDAC8::UPAYMPOAHXSQCY-UHFFFAOYSA-N,SmHDAC8,Histone deacetylase 8,Histone deacetylase 8 (human),UPAYMPOAHXSQCY-UHFFFAOYSA-N,CHEMBL3798925,O=C(NO)c1ccc(F)c(NC(=O)c2ccccc2)c1,UPAYMPOAHXSQCY-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1ccccc1,1.7882568524788327,0.2524298979066218,0,10.0,exact_core_consistent,1,2,1.7871000393634369,1.7882568524788327,1.7894144144144146,0.252148864384465,0.2524298979066218,0.2527109314287786,2,0,2,IC50,IC50,B,B,,,CHEMBL3803623;CHEMBL4014727,CHEMBL3803862,CHEMBL3797085;CHEMBL4014283,CHEMBL3797085,2,1
SmHDAC8::UYUPOQDZJBPUTQ-UHFFFAOYSA-N,SmHDAC8,Histone deacetylase 8,Histone deacetylase 8 (human),UYUPOQDZJBPUTQ-UHFFFAOYSA-N,CHEMBL3797232,O=C(NO)c1ccc(Cl)c(NC(=O)c2ccc(Cl)cc2Cl)c1,UYUPOQDZJBPUTQ-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1ccccc1,6.199779719299254,0.7923762591123955,0,10.0,exact_core_consistent,1,2,6.185997910135841,6.199779719299254,6.213592233009709,0.7914097689460762,0.7923762591123955,0.793342749278715,2,0,2,IC50,IC50,B,B,,,CHEMBL3803623;CHEMBL4014727,CHEMBL3803862,CHEMBL3797085;CHEMBL4014283,CHEMBL3797085,2,1
SmHDAC8::VSDQIPZOWJKAEG-UHFFFAOYSA-N,SmHDAC8,Histone deacetylase 8,Histone deacetylase 8 (human),VSDQIPZOWJKAEG-UHFFFAOYSA-N,CHEMBL3798833,Cc1ccc(C(=O)NO)cc1NC1CCCCC1,VSDQIPZOWJKAEG-UHFFFAOYSA-N,c1ccc(NC2CCCCC2)cc1,0.1734203217250169,-0.7609000124196915,0,10.0,exact_core_consistent,1,2,0.1730947955390334,0.1734203217250169,0.1737464601032817,-0.7617159899100401,-0.7609000124196915,-0.760084034929343,2,0,2,IC50,IC50,B,B,,,CHEMBL3803623;CHEMBL4014727,CHEMBL3803862,CHEMBL3797085;CHEMBL4014283,CHEMBL3797085,2,1
SmHDAC8::VXWRRICMEGNZFK-UHFFFAOYSA-N,SmHDAC8,Histone deacetylase 8,Histone deacetylase 8 (human),VXWRRICMEGNZFK-UHFFFAOYSA-N,CHEMBL4868510,CCOc1ccc(C(C)=O)cc1NC(=O)c1cc(C(=O)NO)ccc1C,VXWRRICMEGNZFK-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1ccccc1,0.3333333333333333,-0.47712125471966244,0,10.0,exact_core_consistent,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.47712125471966244,-0.47712125471966244,-0.47712125471966244,1,0,1,IC50,IC50,B,B,,,CHEMBL4843953,CHEMBL4843955,CHEMBL4842354,CHEMBL4842354,1,1
