exact_core_row_id,pair_id,parasite_label,human_label,compound_key,molecule_chembl_id,canonical_smiles,standard_inchi_key,murcko_scaffold,selectivity_ratio_human_div_parasite,log10_selectivity_ratio,is_selective,selectivity_threshold,label_status,is_trainable_exact_core,exact_evidence_count,ratio_min_human_div_parasite,ratio_median_human_div_parasite,ratio_max_human_div_parasite,log10_ratio_min,log10_ratio_median,log10_ratio_max,n_unique_ratio_values,n_positive_exact_observations,n_negative_exact_observations,parasite_standard_types,human_standard_types,parasite_assay_types,human_assay_types,parasite_activity_chembl_ids,human_activity_chembl_ids,parasite_assay_chembl_ids,human_assay_chembl_ids,parasite_document_chembl_ids,human_document_chembl_ids,n_parasite_documents,n_human_documents
SmHDAC8::WAEXFXRVDQXREF-UHFFFAOYSA-N,SmHDAC8,Histone deacetylase 8,Histone deacetylase 8 (human),WAEXFXRVDQXREF-UHFFFAOYSA-N,CHEMBL98,O=C(CCCCCCC(=O)Nc1ccccc1)NO,WAEXFXRVDQXREF-UHFFFAOYSA-N,c1ccccc1,0.5301282051282051,-0.27561908880191494,0,10.0,exact_core_conflicting,0,696,0.003525641025641,0.5301282051282051,20.16949152542373,-2.452761908860221,-0.27561908880191494,1.3046949497503866,360,5,691,IC50,IC50,B,B,,,CHEMBL3803623;CHEMBL4014727;CHEMBL4843953,CHEMBL1015471;CHEMBL1021939;CHEMBL1039566;CHEMBL1174638;CHEMBL1634303;CHEMBL1640693;CHEMBL1767518;CHEMBL1828143;CHEMBL1838458;CHEMBL1921156;CHEMBL2014761;CHEMBL2014773;CHEMBL2025281;CHEMBL2175141;CHEMBL2318993;CHEMBL2340965;CHEMBL2343612;CHEMBL2384800;CHEMBL2387798;CHEMBL2390789;CHEMBL2406451;CHEMBL2410635;CHEMBL3047416;CHEMBL3102461;CHEMBL3108332;CHEMBL3111887;CHEMBL3112168;CHEMBL3238611;CHEMBL3238944;CHEMBL3243336;CHEMBL3373321;CHEMBL3376042;CHEMBL3379482;CHEMBL3386362;CHEMBL3388106;CHEMBL3388841;CHEMBL3420550;CHEMBL3421283;CHEMBL3425298;CHEMBL3428547;CHEMBL3578548;CHEMBL3579697;CHEMBL3588680;CHEMBL3620703;CHEMBL3626699;CHEMBL3626715;CHEMBL3627131;CHEMBL3707509;CHEMBL3751629;CHEMBL3760294;CHEMBL3767505;CHEMBL3771761;CHEMBL3772313;CHEMBL3778477;CHEMBL3795919;CHEMBL3803862;CHEMBL3861435;CHEMBL3879716;CHEMBL4017031;CHEMBL4019755;CHEMBL4033998;CHEMBL4047669;CHEMBL4051215;CHEMBL4056381;CHEMBL4056473;CHEMBL4143552;CHEMBL4144360;CHEMBL4156762;CHEMBL4221577;CHEMBL4252385;CHEMBL4254164;CHEMBL4307327;CHEMBL4322383;CHEMBL4330052;CHEMBL4338458;CHEMBL4341201;CHEMBL4344656;CHEMBL4345640;CHEMBL4347606;CHEMBL4361763;CHEMBL4363860;CHEMBL4364743;CHEMBL4370373;CHEMBL4376729;CHEMBL4377246;CHEMBL4396815;CHEMBL4413542;CHEMBL4422759;CHEMBL4422786;CHEMBL4422797;CHEMBL4422801;CHEMBL4422809;CHEMBL4431258;CHEMBL4610130;CHEMBL4612439;CHEMBL4616166;CHEMBL4620322;CHEMBL4628106;CHEMBL4671926;CHEMBL4733670;CHEMBL4768535;CHEMBL4810540;CHEMBL4812491;CHEMBL4817292;CHEMBL4822819;CHEMBL4823343;CHEMBL4823890;CHEMBL4824417;CHEMBL4842878;CHEMBL4843955;CHEMBL4844756;CHEMBL4845107;CHEMBL5038801;CHEMBL5039324;CHEMBL5042119;CHEMBL5044664;CHEMBL5048741;CHEMBL5056743;CHEMBL5099597;CHEMBL5110123;CHEMBL5116332;CHEMBL5116727;CHEMBL5118510;CHEMBL5119295;CHEMBL5120334;CHEMBL5128882;CHEMBL5132039;CHEMBL5138342;CHEMBL5142062;CHEMBL5146445;CHEMBL5146648;CHEMBL5153636;CHEMBL5157730;CHEMBL5158339;CHEMBL5215117;CHEMBL5217063;CHEMBL5225558;CHEMBL5226425;CHEMBL5230269;CHEMBL5230969;CHEMBL5241041;CHEMBL5253344;CHEMBL5259656;CHEMBL5318353;CHEMBL5326957;CHEMBL5328895;CHEMBL5332409;CHEMBL5355891;CHEMBL5356822;CHEMBL5367110;CHEMBL5383386;CHEMBL5391360;CHEMBL5501945;CHEMBL5514702;CHEMBL5521274;CHEMBL5541164;CHEMBL5550839;CHEMBL5580343;CHEMBL5581595;CHEMBL5587350;CHEMBL5611510;CHEMBL5614810;CHEMBL5626086;CHEMBL5626101;CHEMBL5628889;CHEMBL5635216;CHEMBL5658033;CHEMBL5716484;CHEMBL5732287;CHEMBL5734144;CHEMBL5738719;CHEMBL695893;CHEMBL946993;CHEMBL960371,CHEMBL3797085;CHEMBL4014283;CHEMBL4842354,CHEMBL1137690;CHEMBL1137945;CHEMBL1138526;CHEMBL1139366;CHEMBL1142268;CHEMBL1154687;CHEMBL1177773;CHEMBL1629443;CHEMBL1629537;CHEMBL1765034;CHEMBL1821635;CHEMBL1833905;CHEMBL1914352;CHEMBL2010669;CHEMBL2021781;CHEMBL2169804;CHEMBL2311425;CHEMBL2331470;CHEMBL2331483;CHEMBL2380312;CHEMBL2384964;CHEMBL2384983;CHEMBL2401729;CHEMBL2406958;CHEMBL3045820;CHEMBL3098008;CHEMBL3102702;CHEMBL3108745;CHEMBL3108758;CHEMBL3232764;CHEMBL3232837;CHEMBL3232879;CHEMBL3351349;CHEMBL3351740;CHEMBL3351757;CHEMBL3352093;CHEMBL3352570;CHEMBL3352629;CHEMBL3414430;CHEMBL3414552;CHEMBL3421568;CHEMBL3425494;CHEMBL3576788;CHEMBL3576845;CHEMBL3585316;CHEMBL3616411;CHEMBL3621077;CHEMBL3621100;CHEMBL3621197;CHEMBL3638915;CHEMBL3745678;CHEMBL3758160;CHEMBL3763038;CHEMBL3769396;CHEMBL3769398;CHEMBL3774354;CHEMBL3792283;CHEMBL3797085;CHEMBL3860079;CHEMBL3877334;CHEMBL4014348;CHEMBL4017517;CHEMBL4033620;CHEMBL4043255;CHEMBL4049428;CHEMBL4052702;CHEMBL4052703;CHEMBL4138235;CHEMBL4138269;CHEMBL4152341;CHEMBL4219109;CHEMBL4251567;CHEMBL4251618;CHEMBL4304789;CHEMBL4321798;CHEMBL4325935;CHEMBL4334526;CHEMBL4340522;CHEMBL4342471;CHEMBL4342504;CHEMBL4346670;CHEMBL4359851;CHEMBL4359920;CHEMBL4364248;CHEMBL4368915;CHEMBL4373747;CHEMBL4376807;CHEMBL4393743;CHEMBL4411315;CHEMBL4422610;CHEMBL4428137;CHEMBL4609972;CHEMBL4610108;CHEMBL4613315;CHEMBL4619724;CHEMBL4627284;CHEMBL4665844;CHEMBL4732071;CHEMBL4765277;CHEMBL4808220;CHEMBL4811252;CHEMBL4814003;CHEMBL4819131;CHEMBL4823243;CHEMBL4823254;CHEMBL4823270;CHEMBL4842326;CHEMBL4842354;CHEMBL4842376;CHEMBL4842385;CHEMBL5038570;CHEMBL5038581;CHEMBL5038666;CHEMBL5042524;CHEMBL5046276;CHEMBL5055644;CHEMBL5096224;CHEMBL5108012;CHEMBL5113426;CHEMBL5113441;CHEMBL5113502;CHEMBL5113518;CHEMBL5113534;CHEMBL5126566;CHEMBL5131379;CHEMBL5136998;CHEMBL5137082;CHEMBL5143616;CHEMBL5143621;CHEMBL5150061;CHEMBL5154702;CHEMBL5154721;CHEMBL5214883;CHEMBL5214954;CHEMBL5223156;CHEMBL5226279;CHEMBL5230083;CHEMBL5230103;CHEMBL5236672;CHEMBL5252522;CHEMBL5257099;CHEMBL5316308;CHEMBL5325434;CHEMBL5325505;CHEMBL5331064;CHEMBL5352478;CHEMBL5352506;CHEMBL5365452;CHEMBL5380819;CHEMBL5390237;CHEMBL5500362;CHEMBL5512640;CHEMBL5518216;CHEMBL5537193;CHEMBL5550109;CHEMBL5579806;CHEMBL5579843;CHEMBL5584319;CHEMBL5608247;CHEMBL5614367;CHEMBL5625174;CHEMBL5625247;CHEMBL5634092;CHEMBL5653624;CHEMBL5715942;CHEMBL5726205;CHEMBL5727156;CHEMBL5729443,3,168
SmHDAC8::WKRWYFJYXXBWLI-UHFFFAOYSA-N,SmHDAC8,Histone deacetylase 8,Histone deacetylase 8 (human),WKRWYFJYXXBWLI-UHFFFAOYSA-N,CHEMBL3798183,Cc1ccc(C(=O)NO)cc1NC(=O)c1ccc2ccccc2n1,WKRWYFJYXXBWLI-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1ccc2ccccc2n1,0.31628547566490933,-0.4999207511238408,0,10.0,exact_core_consistent,1,2,0.3152965660770031,0.31628547566490933,0.3172774869109948,-0.5012807591662404,-0.4999207511238408,-0.4985607430814413,2,0,2,IC50,IC50,B,B,,,CHEMBL3803623;CHEMBL4014727,CHEMBL3803862,CHEMBL3797085;CHEMBL4014283,CHEMBL3797085,2,1
SmHDAC8::XJRKOVTYPFIMNR-UHFFFAOYSA-N,SmHDAC8,Histone deacetylase 8,Histone deacetylase 8 (human),XJRKOVTYPFIMNR-UHFFFAOYSA-N,CHEMBL3798870,COc1ccc(C(=O)NO)cc1NC(=O)c1ccccc1,XJRKOVTYPFIMNR-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1ccccc1,0.4643100915858181,-0.33319187702216146,0,10.0,exact_core_consistent,1,2,0.4633954342692206,0.4643100915858181,0.4652265542676501,-0.3340482495306175,-0.33319187702216146,-0.33233550451370536,2,0,2,IC50,IC50,B,B,,,CHEMBL3803623;CHEMBL4014727,CHEMBL3803862,CHEMBL3797085;CHEMBL4014283,CHEMBL3797085,2,1
SmHDAC8::XWYCFRKQCGRJSB-UHFFFAOYSA-N,SmHDAC8,Histone deacetylase 8,Histone deacetylase 8 (human),XWYCFRKQCGRJSB-UHFFFAOYSA-N,CHEMBL3798268,CN(C)c1cccc(C(=O)NO)c1,XWYCFRKQCGRJSB-UHFFFAOYSA-N,c1ccccc1,0.044543147208121796,-1.3512191010237316,0,10.0,exact_core_consistent,1,1,0.0445431472081218,0.044543147208121796,0.0445431472081218,-1.3512191010237316,-1.3512191010237316,-1.3512191010237316,1,0,1,IC50,IC50,B,B,,,CHEMBL3803623,CHEMBL3803862,CHEMBL3797085,CHEMBL3797085,1,1
SmHDAC8::YANSTCQTALFESK-UHFFFAOYSA-N,SmHDAC8,Histone deacetylase 8,Histone deacetylase 8 (human),YANSTCQTALFESK-UHFFFAOYSA-N,CHEMBL4865911,COc1ccc(C(=O)NO)cc1C(=O)Nc1ccc2sccc2c1,YANSTCQTALFESK-UHFFFAOYSA-N,O=C(Nc1ccc2sccc2c1)c1ccccc1,0.4545454545454545,-0.3424226808222063,0,10.0,exact_core_consistent,1,1,0.4545454545454545,0.4545454545454545,0.4545454545454545,-0.3424226808222063,-0.3424226808222063,-0.3424226808222063,1,0,1,IC50,IC50,B,B,,,CHEMBL4843953,CHEMBL4843955,CHEMBL4842354,CHEMBL4842354,1,1
SmHDAC8::YLILLKZMOQFEPM-QGZVFWFLSA-N,SmHDAC8,Histone deacetylase 8,Histone deacetylase 8 (human),YLILLKZMOQFEPM-QGZVFWFLSA-N,CHEMBL4084736,O=C(CCCCN1C(=O)[C@@H](CS)N=C(c2ccccc2)c2ccccc21)NO,YLILLKZMOQFEPM-QGZVFWFLSA-N,O=C1CN=C(c2ccccc2)c2ccccc2N1,0.3885960709151893,-0.410501594854298,0,10.0,exact_core_consistent,1,1,0.3885960709151893,0.3885960709151893,0.3885960709151893,-0.410501594854298,-0.410501594854298,-0.410501594854298,1,0,1,IC50,IC50,B,B,,,CHEMBL4014727,CHEMBL3998873,CHEMBL4014283,CHEMBL3997794,1,1
SmHDAC8::ZHEGDDFUTGGACK-UHFFFAOYSA-N,SmHDAC8,Histone deacetylase 8,Histone deacetylase 8 (human),ZHEGDDFUTGGACK-UHFFFAOYSA-N,CHEMBL3798937,COc1ccc(C(=O)NO)cc1NC(=O)c1ccccc1Cl,ZHEGDDFUTGGACK-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1ccccc1,0.3035849192608918,-0.517719806045495,0,10.0,exact_core_consistent,1,2,0.3019591019591019,0.3035849192608918,0.3052194903372215,-0.5200518749113183,-0.517719806045495,-0.5153877371796716,2,0,2,IC50,IC50,B,B,,,CHEMBL3803623;CHEMBL4014727,CHEMBL3803862,CHEMBL3797085;CHEMBL4014283,CHEMBL3797085,2,1
SmHDAC8::ZYQYZHLRFTUUIF-UHFFFAOYSA-N,SmHDAC8,Histone deacetylase 8,Histone deacetylase 8 (human),ZYQYZHLRFTUUIF-UHFFFAOYSA-N,CHEMBL3797455,COc1ccc(C(=O)Nc2cc(C(=O)NO)ccc2Cl)cc1,ZYQYZHLRFTUUIF-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1ccccc1,1.5972400126374615,0.2033701812180138,0,10.0,exact_core_consistent,1,2,1.5928605232911903,1.5972400126374615,1.601631543167913,0.20217774904849375,0.2033701812180138,0.2045626133875339,2,0,2,IC50,IC50,B,B,,,CHEMBL3803623;CHEMBL4014727,CHEMBL3803862,CHEMBL3797085;CHEMBL4014283,CHEMBL3797085,2,1
TbCathB::BDSGZPUKZJAYIB-UHFFFAOYSA-N,TbCathB,Cathepsin B-like cysteine protease,Cathepsin B (human),BDSGZPUKZJAYIB-UHFFFAOYSA-N,CHEMBL254412,N#Cc1nc(NCc2ccc(Cl)c(Cl)c2)c2ncn(CCCO)c2n1,BDSGZPUKZJAYIB-UHFFFAOYSA-N,c1ccc(CNc2ncnc3[nH]cnc23)cc1,20.111111111111107,1.3034360654298596,1,10.0,exact_core_consistent,1,1,20.11111111111111,20.111111111111107,20.11111111111111,1.3034360654298596,1.3034360654298596,1.3034360654298596,1,1,0,IC50,IC50,B,B,,,CHEMBL926728,CHEMBL926731,CHEMBL1140721,CHEMBL1140721,1,1
TbCathB::DBHAVZJJDUOEBA-UHFFFAOYSA-N,TbCathB,Cathepsin B-like cysteine protease,Cathepsin B (human),DBHAVZJJDUOEBA-UHFFFAOYSA-N,CHEMBL255087,Cc1ccc(CNc2nc(C#N)nc3c2ncn3CCCO)cc1,DBHAVZJJDUOEBA-UHFFFAOYSA-N,c1ccc(CNc2ncnc3[nH]cnc23)cc1,1.8309523809523809,0.26267704940353054,0,10.0,exact_core_consistent,1,1,1.8309523809523809,1.8309523809523809,1.8309523809523809,0.26267704940353054,0.26267704940353054,0.26267704940353054,1,0,1,IC50,IC50,B,B,,,CHEMBL926728,CHEMBL926731,CHEMBL1140721,CHEMBL1140721,1,1
TbCathB::MJSSCFDEXZRCPV-UHFFFAOYSA-N,TbCathB,Cathepsin B-like cysteine protease,Cathepsin B (human),MJSSCFDEXZRCPV-UHFFFAOYSA-N,CHEMBL399094,N#Cc1nc(NC2CCCCC2)c2ncn(Cc3ccccc3)c2n1,MJSSCFDEXZRCPV-UHFFFAOYSA-N,c1ccc(Cn2cnc3c(NC4CCCCC4)ncnc32)cc1,7.695652173913044,0.8862454303442138,0,10.0,exact_core_consistent,1,1,7.695652173913044,7.695652173913044,7.695652173913044,0.8862454303442138,0.8862454303442138,0.8862454303442138,1,0,1,IC50,IC50,B,B,,,CHEMBL926728,CHEMBL926731,CHEMBL1140721,CHEMBL1140721,1,1
